num, name, organism, type, Dataset, Platforms, samples, series
4524,"NKT, CD1d-aGC+ Va24-, and CD4 T cell clones from human peripheral blood",Homo sapiens,Expression profiling by array,NoData,GPL570,28,GSE28726,GSE28726
4525,Gene expression profiles of pretreatment biopsies from dose-dense-docetaxel-treated breast cancers,Homo sapiens,Expression profiling by array,NoData,GPL570,24,GSE28796,GSE28796
4526,Polydextrose fermentation metabolite effect on Caco-2 colon cancer cells,Homo sapiens,Expression profiling by array,NoData,GPL570,15,GSE28792,GSE28792
4527,"MLL partner genes confer distinct biological and clinical signatures of pediatric AML, an AIEOP study",Homo sapiens,Expression profiling by array,GDS4210,GPL570,42,GSE19577,GSE19577
4528,Smoking-induced Wnt pathway downregulation,Homo sapiens,Expression profiling by array,NoData,GPL570,127,GSE19407,GSE19407
4529,Systems biology of interstitial lung diseases,Homo sapiens,Expression profiling by array; Non-coding RNA profiling by array,GDS3951,GPL570 GPL8936,54,GSE21411,GSE21411
4530,Expression data from human PBMC induced by PCB 153,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE22667,GSE22667
4531,Peripheral blood RNA expression profiling in illicit methcathinone users reveals effect on immune system,Homo sapiens,Expression profiling by array,NoData,GPL6244,40,GSE28686,GSE28686
4532,Gene expression profiling of epithelial and mesenchymal subpopulations within immortalized human mammary epithelial cells,Homo sapiens,Expression profiling by array,NoData,GPL570,8,GSE28681,GSE28681
4533,Expression data from human PBMC induced by PCB 138.,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE22632,GSE22632
4534,Ewing Sarcoma cell lines treated with mithramycin,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE25127,GSE25127
4535,Non-phosphorylated FTY720 induces apoptosis of human microglia by activating SREBP2,Homo sapiens,Expression profiling by array,GDS4151,GPL6244,4,GSE28642,GSE28642
4536,Functional analysis of HOXD9 in human gliomas and glioma cancer stem cells ,Homo sapiens,Expression profiling by array,NoData,GPL570,2,GSE28618,GSE28618
4537,Expression data of SAGM-grown cells derived thyroid follicular cells,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE24553,GSE24553
4538,Expression data from human SGBS adipocytes under hypoxic conditions,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE28603,GSE28603
4539,Global placental gene expression profiling in the first and third  trimesters of normal human pregnancy,Homo sapiens,Expression profiling by array,NoData,GPL2986,37,GSE28551,GSE28551
4540,"Expression Profiling of Inflammatory Breast Cancer Cells Treated with the Novel Histone Deacetylase Inhibitor, CG-1521",Homo sapiens,Expression profiling by array; Non-coding RNA profiling by array,NoData,GPL10850 GPL6244,56,GSE28544,GSE28544
4541,"Expression Profiling of Inflammatory Breast Cancer Cells Treated with the Novel Histone Deacetylase Inhibitor, CG-1521 (Affymetrix HuGene-1_0)",Homo sapiens,Expression profiling by array,NoData,GPL6244,24,GSE28542,GSE28542
4542,Expression profiling of human DCIS and invasive ductal breast carcinoma,Homo sapiens,Expression profiling by array,GDS3853,GPL570,19,GSE21422,GSE21422
4543,Integrated transcript and genome analyses reveal NKX2-1 and MEF2C as potential oncogenes in T-ALL,Homo sapiens,Expression profiling by array,NoData,GPL570,124,GSE26713,GSE26713
4544,Correlation of molecular profiles and clinical outcome of stage UICC II colon cancer patients,Homo sapiens,Expression profiling by array,GDS4513,GPL570,53,GSE18088,GSE18088
4545,Passing the anaerobic threshold is associated with substantial changes in the gene expression profile in white blood cells,Homo sapiens,Expression profiling by array,NoData,GPL6244,52,GSE28498,GSE28498
4546,Characterization of differential gene expression in adrenocortical tumors harbouring β-catenin  (CTNNB1) mutations.,Homo sapiens,Expression profiling by array,GDS3912,GPL570,8,GSE28476,GSE28476
4547,"Expression data from LNCap cell line treated with COP1 (RFWD2), ETV1, and JUN siRNAs",Homo sapiens,Expression profiling by array,NoData,NoData,31,GSE27914,GSE27914
4548,Deciphering the Cancer Cell Resistome: Gene and microRNA Expression Signatures reveal Unique Molecular Targets for Therapeutic Intervention in Etoposide Resistant Breast Cancer,Homo sapiens,Expression profiling by array,NoData,GPL570,8,GSE28415,GSE28415
4549,Expression profile of etoposide-resistant MCF7 (MCF7VP) cells with targeted RUNX2 knockdown,Homo sapiens,Expression profiling by array,NoData,GPL570,2,GSE28414,GSE28414
4550,Expression profile of etoposide-resistant MCF7 (MCF7VP) cells,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE28413,GSE28413
4551,Prognostic Gene Expression Signature of Carcinoma Associated Fibroblasts in Non-Small Cell Lung Cancer,Homo sapiens,Expression profiling by array; Methylation profiling by array; Genome variation profiling by SNP array; SNP genotyping by SNP array,NoData,GPL13135 GPL8490 GPL5175,78,GSE22874,GSE22874
4552,Prognostic Gene Expression Signature of Carcinoma Associated Fibroblasts in Non-Small Cell Lung Cancer [expression profiling_NSCLC stroma],Homo sapiens,Expression profiling by array,NoData,GPL5175,30,GSE22863,GSE22863
4553,Prognostic Gene Expression Signature of Carcinoma Associated Fibroblasts in Non-Small Cell Lung Cancer [expression profiling_CAFs],Homo sapiens,Expression profiling by array,NoData,GPL5175,30,GSE22862,GSE22862
4554,MRE11 Deficiency Increases Sensitivity to Poly(ADP-ribose) Polymerase Inhibition in Microsatellite Unstable Colorectal Cancers.,Homo sapiens,Expression profiling by array,NoData,GPL96 GPL570,331,GSE26682,GSE26682
4555,GBM_SC_retinoic acid_gene_expression,Homo sapiens,Expression profiling by array,NoData,GPL5175,12,GSE21336,GSE21336
4556,Melanoma cell culture phenotypes I,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE28335,GSE28335
4557,Aryl hydrocarbon receptor antagonists promote the expansion of human hematopoietic stem cells,Homo sapiens,Expression profiling by array,GDS3911,GPL570,8,GSE28359,GSE28359
4558,Real-time Monitoring of Cisplatin Toxicity on Cancer Cells,Homo sapiens,Expression profiling by array,GDS3910,GPL570,6,GSE28274,GSE28274
4559,MicroRNAs are Transported in Plasma and Delivered to Recipient Cells by High-Density Lipoproteins,Homo sapiens; Mus musculus,Other; Expression profiling by array,NoData,NoData,45,GSE25425,GSE25425
4560,Genome-wide profiling of endothelial progenitor cells in multiple myeloma: disease-relevant pathways and genomic markers,Homo sapiens,Expression profiling by array; Genome variation profiling by genome tiling array,NoData,GPL4091 GPL570 GPL2873,64,GSE28331,GSE28331
4561,Genome-wide profiling of tumor cells in multiple myeloma,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE28327,GSE28327
4562,Genome-wide profiling of endothelial progenitor cells in multiple myeloma,Homo sapiens,Expression profiling by array,NoData,GPL570,20,GSE28326,GSE28326
4563,Gene expression pattern of skin biopsies of epidermolysis bullosa simplex patients in comparison with control subjects,Homo sapiens,Expression profiling by array,GDS4426,GPL6244,12,GSE28315,GSE28315
4564,Integrated genomic profiling in mantle cell lymphoma,Homo sapiens,Expression profiling by array,NoData,GPL570,64,GSE21452,GSE21452
4565,"Gene expression data from temporal cortex of young adult, old and AD-like Microcebus murinus",Microcebus murinus; Homo sapiens,Expression profiling by array,GDS4128,GPL570,18,GSE21779,GSE21779
4566,Pervasive subtypes of pancreatic ductal adenocarcinoma (PDA) and their differing response to therapy.,Mus musculus; Homo sapiens,Expression profiling by array,NoData,GPL8321 GPL570,62,GSE17891,GSE17891
4567,Identification of the vascular lineage specific transcriptome using two platforms,Homo sapiens,Expression profiling by array,NoData,GPL570 GPL2986,8,GSE6550,GSE6550
4568,Identification of the vascular lineage-specific transcriptome,Homo sapiens,Expression profiling by array,NoData,GPL2986,6,GSE6549,GSE6549
4569,Vascular lineage-specific transcriptome,Homo sapiens,Expression profiling by array,NoData,GPL2986 GPL570,10,GSE6560,GSE6560
4570,Peripheral blood cells expression data form 7 patients with severe pdm(H1N1) influensa and 7 gender and age matched healthy controls,Homo sapiens,Expression profiling by array,GDS4240,GPL6244,21,GSE27131,GSE27131
4571,"Crosstalk between gene body DNA methylation, H3K9me3 and H3K36me3 chromatin marks and transcription",Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by genome tiling array; Methylation profiling by genome tiling array,NoData,NoData,24,GSE26020,GSE26020
4572,"Crosstalk between gene body DNA methylation, H3K9me3 and H3K36me3 chromatin marks and transcription [HuGene-1_0-st]",Homo sapiens,Expression profiling by array,NoData,GPL6244,3,GSE26019,GSE26019
4573,"Crosstalk between gene body DNA methylation, H3K9me3 and H3K36me3 chromatin marks and transcription [HuEx-1_0-st, transcript]",Homo sapiens,Expression profiling by array,NoData,GPL5175,2,GSE26038,GSE26038
4574,Calactin - a small molecule induces DNA damage and histione modification in leukemia cells,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE20928,GSE20928
4575,Stromal molecular signatures of breast and prostate cancer,Homo sapiens,Expression profiling by array,GDS4114,GPL570,24,GSE26910,GSE26910
4576,"Expression data from BJ-hTERT cells  expressing vector, Cyclin E, c-Myc or coexpression of both",Homo sapiens,Expression profiling by array,NoData,GPL6244,7,GSE28266,GSE28266
4577,Epstein–Barr virus (EBV) Rta-mediated cell cycle arrest enables permissive replication of EBV and Kaposi’s sarcoma-associated herpesvirus in 293 cells,Homo sapiens,Expression profiling by array,NoData,GPL6244,7,GSE24587,GSE24587
4578,Expression data from melanoma cells grown under neural crest cell culture conditions (spheroid cells) versus under classical adherent conditions (adherent cells) - 2 different specimens of melanoma tumors,Homo sapiens,Expression profiling by array,NoData,GPL5175,12,GSE26980,GSE26980
4579,Expression data from HAART interruption in HIV patients,Homo sapiens,Expression profiling by array,GDS4227,GPL570,6,GSE28177,GSE28177
4580,Gene expression profiles of interstitial lung disease (ILD) patients,Homo sapiens,Expression profiling by array,NoData,GPL570,29,GSE21369,GSE21369
4581,Topography-dependent gene expression in migratory glioma cells,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE28167,GSE28167
4582,MicroRNAs are Transported in Plasma and Delivered to Recipient Cells by High-Density Lipoproteins (HG-U133 2.0),Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE25311,GSE25311
4583,Phosphorylation of p53 Serine 46 contributes to target gene selectivity of p53,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by high throughput sequencing,NoData,GPL5175 GPL9052,14,GSE22186,GSE22186
4584,Phosphorylation of p53 Serine 46 contributes to target gene selectivity of p53 (Exon),Homo sapiens,Expression profiling by array,NoData,GPL5175,8,GSE22184,GSE22184
4585,Systematic determination and analysis of chromatin state dynamics in nine human cell types,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by high throughput sequencing,NoData,GPL3921 GPL9115 GPL570,199,GSE26386,GSE26386
4586,"Hierarchical synergy of Pten, p53 and Rb pathways in high-grade astrocytoma induced in adult brain",Mus musculus; Homo sapiens,Expression profiling by array; Genome variation profiling by genome tiling array,NoData,NoData,118,GSE22927,GSE22927
4587,Mapping and analysis of chromatin state dynamics in nine human cell types (gene expression),Homo sapiens,Expression profiling by array,NoData,GPL3921 GPL570,19,GSE26312,GSE26312
4588,Gene Expression Profiles from PBMC are Sensitive to Short Processing Delays,Homo sapiens,Expression profiling by array,NoData,GPL570,9,GSE21039,GSE21039
4589,Epiphyseal cartilage,Homo sapiens,Expression profiling by array,NoData,GPL570,9,GSE17368,GSE17368
4590,Epigenetic Regulation of IL17RC in Age-related Macular Degeneration,Homo sapiens; Mus musculus,Expression profiling by array; Methylation profiling by genome tiling array,NoData,GPL1261 GPL570 GPL13301,9,GSE28033,GSE28033
4591,Gene expression profiling of human gliomas and human glioblastoma cell lines,Homo sapiens,Expression profiling by array,NoData,NoData,45,GSE15824,GSE15824
4592,A Molecular Signature Associated with Human Melanoma Brain Metastasis and Spontaneous Micrometastasis,Homo sapiens,Expression profiling by array,NoData,GPL5175,8,GSE27980,GSE27980
4593,Expression data from human periodontal ligament,Homo sapiens,Expression profiling by array,NoData,GPL6244,10,GSE27993,GSE27993
4594,Gene expression profiling of human DLBCL tumor samples (FF and FFPE pairs),Homo sapiens,Expression profiling by array,NoData,GPL6244,36,GSE18377,GSE18377
4595,Gene expression profiling of human DLBCL tumor samples (SGN-40 trial),Homo sapiens,Expression profiling by array,NoData,GPL6244,23,GSE18376,GSE18376
4596,Gene expression analysis of HepG2 cells by NOTUM RNAi,Homo sapiens,Expression profiling by array,NoData,GPL570,3,GSE6368,GSE6368
4597,PU.1 and C/EBPalpha synergistically program distinct response to NF-kappaB activation through establishing monocyte-specific enhancers,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by genome tiling array,NoData,NoData,82,GSE26994,GSE26994
4598,Human airway epithelial responses to rhinovirus infection and cigarette smoke extract alone and in combination,Homo sapiens,Expression profiling by array,GDS4832,GPL570,16,GSE27973,GSE27973
4599,Expression data of human eGFP-SOX17+ endoderm cells,Homo sapiens,Expression profiling by array,NoData,GPL570,9,GSE26862,GSE26862
4600,PU.1 and C/EBPalpha synergistically program distinct response to NF-kappaB activation through establishing monocyte specific enhancers (expression data),Homo sapiens,Expression profiling by array,NoData,GPL570,10,GSE26868,GSE26868
4601,Recapitulation of human premature aging by using iPSCs from Hutchinson-Gilford progeria syndrome  ,Homo sapiens,Expression profiling by array,GDS3892,GPL570,10,GSE24487,GSE24487
4602,Expression data of HepG2C3A treated by acetaminophen during 72 hours,Homo sapiens,Expression profiling by array,NoData,GPL6244,12,GSE27420,GSE27420
4603,Gene expression from bronchial and nasal epithelial cell samples of healthy current and never smokers.,Homo sapiens,Expression profiling by array,NoData,GPL5175,73,GSE16008,GSE16008
4604,An RNAi Screen Identifies TRRAP as a Regulator of Brain Tumor-Initiating Cell Differentiation,Homo sapiens,Expression profiling by array,NoData,GPL570,3,GSE27931,GSE27931
