num, name, organism, type, Dataset, Platforms, samples, series1,series2
17085,rogae-affy-human-323460,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE6276,GSE6276
17086,Transcriptional Profiling of Subjects from the Iowa Adoption Studies,Homo sapiens,Expression profiling by array,GDS2447,GPL1426,15,GSE6264,GSE6264
17087,NOTCH1 directly regulates c-MYC and activates a feed-forward-loop transcriptional network promoting leukemic cell growth,Homo sapiens,Expression profiling by array,NoData,GPL570,28,GSE5827,GSE5827
17088,Lentiviral gene delivery of vMIP-II,Homo sapiens,Expression profiling by array,NoData,GPL571,5,GSE3601,GSE3601
17089,Erythroid progenitors stimulated with EPO,Homo sapiens,Expression profiling by array,GDS2448,GPL3528,12,GSE6260,GSE6260
17090,A Gene Expression Signature Predicts Survival of Patients with Stage I Non-Small Cell Lung Cancer,Homo sapiens,Expression profiling by array,NoData,GPL97 GPL8300 GPL96,72,GSE6253,GSE6253
17091,Distinctive gene expression of prostatic stromal cells cultured from diseased versus normal tissues,Homo sapiens,Expression profiling by array,NoData,GPL4541,19,GSE6250,GSE6250
17092,Identification of ERRalpha dependent PGC-1alpha tagret genes,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE5968,GSE5968
17093,Timecourse of in vitro erythroid differentiation of human adult-derived peripheral blood CD34+ cells,Homo sapiens,Expression profiling by array,GDS2431,GPL570,18,GSE4655,GSE4655
17094,The effects of Serum Amyloid A on gene expression profile in HUVECs,Homo sapiens,Expression profiling by array,GDS2471,GPL570,8,GSE6241,GSE6241
17095,Expression data in ezrin-knockdown ec109 cells(PSE1) and control(PS),Homo sapiens,Expression profiling by array,NoData,GPL570,2,GSE6233,GSE6233
17096,Temporal expression profile of megakaryocytic differentiation primary CD34+ cell culture,Homo sapiens,Expression profiling by array,NoData,GPL887,36,GSE3839,GSE3839
17097,Temporal expression profile of CHRF-288 cell line after phorbol ester stimulation,Homo sapiens,Expression profiling by array,NoData,GPL887,41,GSE3838,GSE3838
17098,miR-124 transfection time course,Homo sapiens,Expression profiling by array,GDS2657,GPL570,14,GSE6207,GSE6207
17099,5`aza-dC demethylation of three short term cultured glioblastomas,Homo sapiens,Expression profiling by array; Methylation profiling by array,GDS2428,GPL96,12,GSE4717,GSE4717
17100,Gene expression profile mediated by independent E-cadherin repressors,Homo sapiens; Canis lupus familiaris,Expression profiling by array,NoData,GPL1998,12,GSE4151,GSE4151
17101,Genetic background of the polygenic neural tube defect,Homo sapiens,Expression profiling by array,GDS2470,GPL570,9,GSE4182,GSE4182
17102,Gene expression alteration in human fibroblast cells after folate depletion,Homo sapiens,Expression profiling by array,NoData,GPL3036 GPL3037,8,GSE3548,GSE3548
17103,Survival Prediction of HNSCC using FFPE samples,Homo sapiens,Expression profiling by array,NoData,GPL1352,40,GSE2837,GSE2837
17104,SH-SY5Y cells treated with Quercetin-3-glucoside then H2O2,Homo sapiens,Expression profiling by array,NoData,GPL3963 GPL3964,8,GSE6200,GSE6200
17105,SH-SY5Y cells treated with Quercetin-3-glucoside (10 uM) for 6 hr,Homo sapiens,Expression profiling by array,NoData,GPL3963 GPL3964,8,GSE6199,GSE6199
17106,IL-13 and EGF receptor signaling in normal human bronchial epithelial cells,Homo sapiens,Expression profiling by array,NoData,GPL3732,9,GSE4804,GSE4804
17107,Gene expression profile of VIN lesions in comparison to controls,Homo sapiens,Expression profiling by array,GDS2418,GPL570,19,GSE5563,GSE5563
17108,Genetic programming and gene expression profiling for molecular discrimination and characterization of lung cancers,Homo sapiens,Expression profiling by array,NoData,GPL201,47,GSE6044,GSE6044
17109,Cross platform microarray analysis for robust identification of differentially expressed genes,Homo sapiens,Expression profiling by array,NoData,GPL1426 GPL570,12,GSE6140,GSE6140
17110,Role of E2F3 expression in human bladder and prostate cancer cells,Homo sapiens,Expression profiling by array,NoData,GPL3904,3,GSE6131,GSE6131
17111,CTNNB1 mutations and overexpression of Wnt/beta-catenin target genes in WT1-mutant Wilms' tumors,Homo sapiens,Expression profiling by array,NoData,GPL91 GPL8300,39,GSE6120,GSE6120
17112,Microarray identification of PCa markers highlights HOXB13,Homo sapiens,Expression profiling by array,NoData,GPL4457,23,GSE6064,GSE6064
17113,Tubercolosis and healthy infected patients PBMC_TB_vs_Pool_LTBI,Homo sapiens,Expression profiling by array,NoData,GPL4475,36,GSE6112,GSE6112
17114,HCaRG vs NEO,Homo sapiens,Expression profiling by array,GDS2426,GPL570,8,GSE4737,GSE4737
17115,benzo(a)pyrene_MCF7_HepG2,Homo sapiens,Expression profiling by array,NoData,NoData,96,GSE5894,GSE5894
17116,Comparison of normal breast epithelium and stroma from reduction and I.D.C. cases,Homo sapiens,Expression profiling by array,NoData,GPL1708,132,GSE4823,GSE4823
17117,Genome-wide mapping of Polycomb target genes unravels their roles in cell fate transitions,Homo sapiens,Expression profiling by array,GDS2445,GPL96,15,GSE6015,GSE6015
17118,E6 in HOK/Bmi-1 cells,Homo sapiens,Expression profiling by array,NoData,GPL570,3,GSE6075,GSE6075
17119,Gene expression profiling reveals stromal genes expressed in common between Barrett's esophagus and adenocarcinoma.,Homo sapiens,Expression profiling by array,NoData,NoData,48,GSE6059,GSE6059
17120,Gene expression signature of colorectal cancer with microsatellite instability.,Homo sapiens,Expression profiling by array,NoData,GPL570,84,GSE4554,GSE4554
17121,RNAi analysis of the FBP transactivator family,Homo sapiens,Expression profiling by array,GDS2573,GPL3779,6,GSE4914,GSE4914
17122,"Modulation of gene expression in a human cell line caused by poliovirus, vacciniavirus and interferon",Homo sapiens,Expression profiling by array,NoData,GPL3871,7,GSE5549,GSE5549
17123,Immunoprecipitation of U2AF65 associated mRNAs,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE6022,GSE6022
17124,Immunoprecipitation of PTB65 associated mRNAs,Homo sapiens,Expression profiling by array,NoData,GPL570,4,GSE6021,GSE6021
17125,Expression data of testis biopsies obtained from men with spermatogenic impairment,Homo sapiens,Expression profiling by array,NoData,GPL2891,16,GSE6023,GSE6023
17126,Skin biopsies from atopic eczema and healthy controls,Homo sapiens,Expression profiling by array,NoData,GPL96,20,GSE6012,GSE6012
17127,Alzheimer Disease peripheral blood mononuclear cell expression,Homo sapiens,Expression profiling by array,GDS2601,GPL1211,28,GSE4226,GSE4226
17128,cDNA microarray analysis of human keratinocytes irradiated by ELF-EMF,Homo sapiens,Expression profiling by array,NoData,GPL2570,11,GSE3421,GSE3421
17129,Androgen receptor-coregulators hormone responsiveness LNCaP / GSF,Homo sapiens,Expression profiling by array,NoData,GPL2938 GPL3039 GPL2947,24,GSE4454,GSE4454
17130,Androgen receptor coregulators baseline comparisons,Homo sapiens,Expression profiling by array,NoData,NoData,26,GSE4453,GSE4453
17131,Androgen receptor coregulators,Homo sapiens,Expression profiling by array,NoData,NoData,34,GSE4456,GSE4456
17132,A Mitochondria-K+ Channel Axis Is Suppressed in Cancer & Its Normalization Promotes Apoptosis and Inhibits Cancer Growth,Homo sapiens,Expression profiling by array,GDS2444,GPL96,4,GSE6014,GSE6014
17133,Gene Expression and Functional Evidence of Epithelial-to-Mesenchymal Transition in Papillary Thyroid Cancer Invasion    ,Homo sapiens,Expression profiling by array,NoData,GPL570,18,GSE6004,GSE6004
17134,ENCODE: two phosphorylation states of RNAP II ChIP-chip from HeLa cells,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by genome tiling array,NoData,GPL570 GPL2138,18,GSE2735,GSE2735
17135,Tumor and Non Tumor Associated Skin Fibroblasts,Homo sapiens,Expression profiling by array,NoData,GPL3291 GPL3335,10,GSE5951,GSE5951
17136,Tissue profiling of phosphodiesterases,Homo sapiens,Expression profiling by array,NoData,GPL4390,25,GSE5983,GSE5983
17137,NB4 cells treated with lethal toxin,Homo sapiens,Expression profiling by array,NoData,GPL1708,4,GSE5966,GSE5966
17138,IM CD34+ progenitors cells,Homo sapiens,Expression profiling by array,GDS2397,GPL96,6,GSE3410,GSE3410
17139,"Gene Expression of Bone Marrow Plasma Cells from Healthy Donors (N=22), MGUS (N=44), and Smoldering Myeloma (N=12)",Homo sapiens,Expression profiling by array,NoData,GPL570,78,GSE5900,GSE5900
17140,Basal Cell Carcinoma Tumor-derived Fibroblasts,Homo sapiens,Expression profiling by array,NoData,GPL4083 GPL4084,10,GSE5502,GSE5502
17141,Imiquimod treated Basal Cell Carcinoma,Homo sapiens,Expression profiling by array,NoData,GPL3895,72,GSE5121,GSE5121
17142,CD34+ and Treatment with UTP and CXCL12,Homo sapiens,Expression profiling by array,GDS2378,GPL96,4,GSE5168,GSE5168
17143,Detection of cardiac allograft rejection and response to immunosuppressive therapy with peripheral blood gene expression,Homo sapiens,Expression profiling by array,GDS2386,GPL96,21,GSE5967,GSE5967
17144,Comparative transcriptome analysis of four cell lines,Homo sapiens,Expression profiling by array,GDS2423,GPL2700,4,GSE5416,GSE5416
17145,hES cell FGF2 re-stimulation experiments,Homo sapiens,Expression profiling by array,GDS2422,GPL2700,4,GSE5415,GSE5415
17146,EBNA-2 target genes,Homo sapiens,Expression profiling by array,GDS2038,GPL571,10,GSE4525,GSE4525
17147,Survey of Intra- and Inter-Tumour Heterogeneity of Gene Expression in Cervical Cancer,Homo sapiens,Expression profiling by array,GDS2416,GPL570,33,GSE5787,GSE5787
17148,Gene Expression Analysis in Malaria Infection,Homo sapiens,Expression profiling by array,GDS2362,GPL96,71,GSE5418,GSE5418
17149,Expression data from H157 non-small cell lung carcinoma cells with and without DJ-1 expression knocked-down,Homo sapiens,Expression profiling by array,GDS2358,GPL96,5,GSE5519,GSE5519
17150,Transcription data from Normal Skin and Nonlesional and Lesional Atopic Dermatitis/Eczema Skin,Homo sapiens,Expression profiling by array,NoData,NoData,34,GSE5667,GSE5667
17151,Gene Expression Profiling of Familial and Sporadic Cases of Interstitial Pneumonia ,Homo sapiens,Expression profiling by array,NoData,GPL4255,70,GSE5774,GSE5774
17152,Effects of RNA interference-mediated c-MYC depletion on gene expression profiles in human cancer cell lines,Homo sapiens,Expression profiling by array,GDS2526,GPL570,20,GSE5823,GSE5823
17153,Molecular characterization of very early relapsed childhood ALL,Homo sapiens,Expression profiling by array,NoData,GPL96,60,GSE4698,GSE4698
17154,Connectivity Map dataset (build01),Homo sapiens,Expression profiling by array,NoData,GPL3921 GPL96,564,GSE5258,GSE5258
17155,Gene expression profiling of primary breast carcinomas from patients at high risk for local recurrence,Homo sapiens,Expression profiling by array,GDS2415,GPL3558,59,GSE4913,GSE4913
17156,Profiling of zinc altered gene expression in human prostate normal (HPR-1) and malignant (PC-3) cells,Homo sapiens,Expression profiling by array,GDS3095,GPL2986,8,GSE5590,GSE5590
17157,Expression data from native ZAP-70+CD38+ vs. ZAP-70-CD38- CLL cells,Homo sapiens,Expression profiling by array,GDS2501,GPL96,16,GSE4392,GSE4392
17158,"Gene expression profile of human lung cell line (A549) treated with 2mM 59cobalt chloride during 30mn, 2h, 4h and 24h",Homo sapiens,Expression profiling by array,NoData,GPL4263,30,GSE5892,GSE5892
17159,Targets of pharmacological histone deacetylase inhibition in human umbilical vein endothelial cells,Homo sapiens,Expression profiling by array,GDS2452,GPL201,6,GSE5856,GSE5856
17160,Comparative gene expression profile of PPARg and RARa ligand treated human dendritic cells,Homo sapiens,Expression profiling by array,GDS2453,GPL570,11,GSE5679,GSE5679
17161,Decidual stromal cell response to paracrine signals from the trophoblast,Homo sapiens,Expression profiling by array,GDS2414,GPL570,14,GSE5809,GSE5809
17162,MCT-1 enhances translation,Homo sapiens,Expression profiling by array,NoData,GPL1107,6,GSE4805,GSE4805
17163,Aplidin synergizes with cytosine arabinoside: functional relevance of mitochondria in Aplidin-induced cytotoxicity,Homo sapiens,Expression profiling by array,GDS2295,GPL571,14,GSE5681,GSE5681
17164,Cell Specific Expression & Pathway Analyses Reveal Novel Alterations in Trauma-Related Human T-Cell & Monocyte Pathways ,Homo sapiens,Expression profiling by array,NoData,GPL96,42,GSE5580,GSE5580
17165,Global expression profiling of airway epithelial cells infected with Pseudomonas aeruginosa and the rsmA mutant,Homo sapiens,Expression profiling by array,GDS2287,GPL96,6,GSE4485,GSE4485
17166,Identification of rapamycin as a glucocorticoid resistance reversal agent,Homo sapiens,Expression profiling by array,GDS2494,GPL96,38,GSE5824,GSE5824
17167,Rapamycin treated CEM-C1 cells 3 hours,Homo sapiens,Expression profiling by array,NoData,GPL96,6,GSE5822,GSE5822
17168,Rapamycin treatment of CEM_C1 cells 24 hours,Homo sapiens,Expression profiling by array,NoData,GPL96,6,GSE5821,GSE5821
17169,Gene expression-based chemical genomics identifies rapamycin as a modulator of MCL-1 and glucocorticoid resistance ,Homo sapiens,Expression profiling by array,GDS2493,GPL96,29,GSE5820,GSE5820
17170,"Widespread siRNA ""off-target"" transcript silencing mediated by seed region sequence complementarity",Homo sapiens,Expression profiling by array,NoData,GPL2029 GPL3991 GPL3992,68,GSE5814,GSE5814
17171,Gene expression profile of idiopathic thrombocytopenic purpura (ITP),Homo sapiens,Expression profiling by array,NoData,GPL4302,10,GSE5812,GSE5812
17172,Fibroblasts transcriptome altered by breast cell lines,Homo sapiens,Expression profiling by array,NoData,GPL1930,102,GSE4708,GSE4708
17173,MicroArray Quality Control (MAQC) Project,Homo sapiens; Rattus norvegicus,Expression profiling by array; Expression profiling by RT-PCR,NoData,NoData,943,GSE5350,GSE5350
17174,Cross-hybridization comparison between cRNA target and cDNA target,Homo sapiens,Expression profiling by array,NoData,GPL571,12,GSE4532,GSE4532
17175,MDA-MB-435 Cells treated with 2-methoxyestradiol versus control DMSO,Homo sapiens,Expression profiling by array,NoData,GPL887,10,GSE5665,GSE5665
17176,"Position-specific chemical modification of siRNAs reduces ""off-target"" transcript silencing",Homo sapiens,Expression profiling by array,NoData,GPL3991 GPL3992,61,GSE5769,GSE5769
17177,Gene expression profiles in white blood cells in response to exercise,Homo sapiens,Expression profiling by array,GDS2310,GPL571,20,GSE3606,GSE3606
17178,Gene expression profiles of primary tumors from patients with metastatic neuroblastoma lacking MYCN amplification,Homo sapiens,Expression profiling by array,NoData,GPL96 GPL97,234,GSE3446,GSE3446
17179,"Human ischemic cardiomyopathy, idiopathic cardiomyopathy, and nonfailing controls",Homo sapiens,Expression profiling by array,NoData,GPL96,210,GSE5406,GSE5406
17180,"Androgen-starved LNCaP cells treated with gedunin and androgen, androgen alone, or vehicle alone for 24h",Homo sapiens,Expression profiling by array,NoData,GPL571,9,GSE5508,GSE5508
17181,"Androgen-starved LNCaP cells treated with celastrol and androgen, androgen alone, or vehicle alone for 24h",Homo sapiens,Expression profiling by array,NoData,GPL3921,9,GSE5507,GSE5507
17182,LNCaP cells treated with gedunin or vehicle for 6h,Homo sapiens,Expression profiling by array,NoData,GPL3921,6,GSE5506,GSE5506
17183,LNCaP cells treated with celastrol or vehicle for 6h,Homo sapiens,Expression profiling by array,NoData,GPL3921,5,GSE5505,GSE5505
