num, name, organism, type, Dataset, Platforms, samples, series
1370,"Alternative splicing in five tissues","Homo sapiens","Expression profiling by array, log ratio, 5 tissue sets","GDS909","GPL1704",10,"GSE1989"
1371,"Bladder smooth muscle cell response to mechanical stretch","Homo sapiens","Expression profiling by array, count, 2 protocol sets","GDS906","GPL96",8,"GSE1595"
1372,"Estrogen receptor alpha L540Q mutation effect on gene induction by estradiol: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 2 protocol, 3 time sets","GDS901","GPL96",12,"GSE1045"
1373,"Skeletal muscle response to exercise and circadian rhythms","Homo sapiens","Expression profiling by array, count, 2 stress, 2 time sets","GDS894","GPL8300",15,"GSE1832"
1374,"GATA3 ectopic expression in 293T cells (dye-swap)","Homo sapiens","Expression profiling by array, log ratio, 2 cell line sets","GDS893","GPL737",2,"GSE841"
1375,"GATA3 ectopic expression in 293T cells","Homo sapiens","Expression profiling by array, log ratio, 2 cell line sets","GDS892","GPL737",2,"GSE841"
1376,"Tumor cell response to topoisomerase poison camptothecin","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS885","GPL96",7,"GSE1417"
1377,"Estradiol effect on osteosarcoma cells expressing estrogen receptor alpha or beta: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 2 cell line, 5 time sets","GDS884","GPL91",20,"GSE1153"
1378,"Breast cancer and selective estrogen receptor modulators","Homo sapiens","Expression profiling by array, count, 5 agent, 3 time sets","GDS881","GPL91",18,"GSE848"
1379,"Endothelin-1 effect on fibroblasts","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS860","GPL96",4,"GSE1081"
1380,"Mucoid and motile Pseudomonas aeruginosa infected lung epithelial cell comparison","Homo sapiens","Expression profiling by array, count, 4 genotype/variation, 5 infection sets","GDS858","GPL96",19,"GSE923"
1381,"Transforming growth factor beta effect on CD34+ hematopoietic stem cells","Homo sapiens","Expression profiling by array, count, 2 agent, 3 time sets","GDS855","GPL96",11,"GSE1802"
1382,"Transforming growth factor beta effect on acute myelogenous leukemia cells","Homo sapiens","Expression profiling by array, count, 2 agent, 3 time sets","GDS854","GPL8300",8,"GSE1805"
1383,"Alveolar epithelial cell line A549 response to acute lung injury causing stimuli: time course","Homo sapiens","Expression profiling by array, count, 5 protocol, 2 time sets","GDS852","GPL201",20,"GSE1541"
1384,"Hereditary spastic paraparesis","Homo sapiens","Expression profiling by array, count, 3 individual sets","GDS849","GPL8300",3,"GSE1300"
1385,"Breast cancer cell line ZR-75-1 response to chemotherapeutics: time course","Homo sapiens","Expression profiling by array, log ratio, 3 agent, 3 time sets","GDS848","GPL550",19,"GSE763"
1386,"Breast cancer cell line MCF-7 response to chemotherapeutics: time course","Homo sapiens","Expression profiling by array, log ratio, 3 agent, 3 time sets","GDS847","GPL550",19,"GSE763"
1387,"Breast cancer cell line HME-CC response to chemotherapeutics: time course","Homo sapiens","Expression profiling by array, log ratio, 3 agent, 3 time sets","GDS846","GPL550",19,"GSE763"
1388,"Breast cancer cell line ME16C response to chemotherapeutics: time course","Homo sapiens","Expression profiling by array, log ratio, 3 agent, 3 time sets","GDS845","GPL550",18,"GSE763"
1389,"Adult acute myeloid leukemia: bone marrow and peripheral blood expression profiles (SHDJ)","Homo sapiens","Expression profiling by array, log ratio, 3 disease state, 2 genotype/variation, 2 tissue sets","GDS843","GPL319",49,"GSE425"
1390,"Adult acute myeloid leukemia: bone marrow and peripheral blood expression profiles (SHCO)","Homo sapiens","Expression profiling by array, log ratio, 2 disease state, 2 genotype/variation, 2 tissue sets","GDS841","GPL317",26,"GSE425"
1391,"Imatinib effects on chronic myelogenous leukemia CD34+ cells","Homo sapiens","Expression profiling by array, transformed count, 2 agent sets","GDS838","GPL201",14,"GSE1418"
1392,"Sindbis virus-induced cell death","Homo sapiens","Expression profiling by array, count, 3 cell line, 2 other sets","GDS834","GPL96",9,"GSE1264"
1393,"Alternative pre-mRNA splicing in various tissues and cell lines (Rosetta/Merck Splicing Chip 5)","Homo sapiens","Expression profiling by array, count, 53 tissue sets","GDS833","GPL547",54,"GSE740"
1394,"Alternative pre-mRNA splicing in various tissues and cell lines (Rosetta/Merck Splicing Chip 4)","Homo sapiens","Expression profiling by array, count, 51 tissue sets","GDS832","GPL546",52,"GSE740"
1395,"Alternative pre-mRNA splicing in various tissues and cell lines (Rosetta/Merck Splicing Chip 3)","Homo sapiens","Expression profiling by array, count, 53 tissue sets","GDS831","GPL545",54,"GSE740"
1396,"Alternative pre-mRNA splicing in various tissues and cell lines (Rosetta/Merck Splicing Chip 2)","Homo sapiens","Expression profiling by array, count, 49 tissue sets","GDS830","GPL544",50,"GSE740"
1397,"Alternative pre-mRNA splicing in various tissues and cell lines (Rosetta/Merck Splicing Chip 1)","Homo sapiens","Expression profiling by array, count, 53 tissue sets","GDS829","GPL543",54,"GSE740"
1398,"Erythroid differentiation of erythroleukemia cell line induced by hemin: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 6 time sets","GDS826","GPL96",12,"GSE1036"
1399,"Breast cancer cell expression profiles (G4100A)","Homo sapiens","Expression profiling by array, log ratio, 2 cell line sets","GDS825","GPL875",4,"GSE1299"
1400,"Breast cancer cell expression profiles (HG-U133B)","Homo sapiens","Expression profiling by array, transformed count, 3 cell line, 2 disease state sets","GDS823","GPL97",6,"GSE1299"
1401,"Breast cancer cell expression profiles (HG-U133A)","Homo sapiens","Expression profiling by array, transformed count, 3 cell line, 2 disease state sets","GDS820","GPL96",6,"GSE1299"
1402,"Breast cancer cell expression profiles (HG-U95A)","Homo sapiens","Expression profiling by array, transformed count, 3 cell line, 2 disease state sets","GDS817","GPL8300",6,"GSE1299"
1403,"Alzheimer's disease at various stages of severity","Homo sapiens","Expression profiling by array, count, 4 disease state sets","GDS810","GPL96",31,"GSE1297"
1404,"Estrogen positive breast cancer recurrence during tamoxifen therapy: microdissected tumor ","Homo sapiens","Expression profiling by array, log ratio, 2 disease state sets","GDS807","GPL1223",60,"GSE1378"
1405,"Estrogen positive breast cancer recurrence during tamoxifen therapy: whole tissue tumor","Homo sapiens","Expression profiling by array, log ratio, 2 disease state sets","GDS806","GPL1223",60,"GSE1379"
1406,"CD4+ T cell differentiation (HG-133B)","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 5 development stage, 3 tissue sets","GDS786","GPL97",15,"GSE1460"
1407,"CD4+ T cell differentiation (HG-133A)","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 5 development stage, 3 tissue sets","GDS785","GPL96",15,"GSE1460"
1408,"CD14 cells from granulocyte colony stimulating factor mobilized peripheral blood: expression profile","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS781","GPL80",10,"GSE1746"
1409,"Interferon-alpha effect on monocytes primed with interferon-gamma","Homo sapiens","Expression profiling by array, count, 2 agent, 2 protocol sets","GDS776","GPL8300",12,"GSE1740"
1410,"Essential thrombocythemia expression profiling","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS761","GPL96",2,"GSE997"
1411,"Colon cancer progression","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS756","GPL96",6,"GSE1323"
1412,"Natural killer cell expression profiling","Homo sapiens","Expression profiling by array, count, 3 cell type, 2 protocol sets","GDS751","GPL1313",6,"GSE1511"
1413,"Beta-catenin S37A mutant effect on gene expression","Homo sapiens","Expression profiling by array, count, 2 cell line sets","GDS748","GPL96",8,"GSE1473"
1414,"Chromosomally stable and unstable isogenic clone comparison","Homo sapiens; Cricetulus griseus","Expression profiling by array, log ratio, 2 isolate sets","GDS740","GPL1387",4,"GSE1626"
1415,"Intervertebral disc cells and osmotic loading","Homo sapiens","Expression profiling by array, count, 4 individual, 3 protocol sets","GDS738","GPL96",11,"GSE1648"
1416,"Lung tissue from smokers with severe emphysema","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS737","GPL96",30,"GSE1650"
1417,"Leukotriene LTD4 effect on macrophage and endothelial cells","Homo sapiens","Expression profiling by array, count, 2 agent, 2 cell type sets","GDS731","GPL96",4,"GSE1644"
1418,"Prostate adenocarcinoma and ionizing radiation","Homo sapiens","Expression profiling by array, count, 10 time sets","GDS725","GPL8300",10,"GSE770"
1419,"Kidney transplant rejection expression profiling ","Homo sapiens","Expression profiling by array, count, 4 individual, 2 tissue sets","GDS724","GPL8300",62,"GSE1563"
1420,"Prostate adenocarcinoma response to radiation (HG-U95E)","Homo sapiens","Expression profiling by array, count, 2 cell line, 3 dose, 3 time sets","GDS723","GPL95",5,"GSE762"
1421,"Prostate adenocarcinoma response to radiation (HG-U95D)","Homo sapiens","Expression profiling by array, count, 2 cell line, 3 dose, 3 time sets","GDS722","GPL94",5,"GSE762"
1422,"Prostate adenocarcinoma response to radiation (HG-U95C)","Homo sapiens","Expression profiling by array, count, 2 cell line, 3 dose, 3 time sets","GDS721","GPL93",5,"GSE762"
1423,"Prostate adenocarcinoma response to radiation (HG-U95B)","Homo sapiens","Expression profiling by array, count, 2 cell line, 3 dose, 3 time sets","GDS720","GPL92",5,"GSE762"
1424,"Prostate adenocarcinoma response to radiation (HG-U95A)","Homo sapiens","Expression profiling by array, count, 2 cell line, 3 dose, 3 time sets","GDS719","GPL91",5,"GSE762"
1425,"Juvenile rheumatoid arthritis expression profiles in mononuclear cells","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 4 disease state sets","GDS711","GPL8300",57,"GSE1402"
1426,"Enterocyte differentiation time course","Homo sapiens","Expression profiling by array, count, 3 development stage, 3 time sets","GDS709","GPL8300",12,"GSE1614"
1427,"HIV integration sites and gene transcription activity","Homo sapiens","Expression profiling by array, count, 3 cell type sets","GDS708","GPL8300",7,"GSE1407"
1428,"Aging brain: frontal cortex expression profiles at various ages","Homo sapiens","Expression profiling by array, count, 5 age, 2 gender sets","GDS707","GPL8300",30,"GSE1572"
1429,"RENT1 nonsense-mediated mRNA decay component knockdown ","Homo sapiens","Expression profiling by array, count, 2 protocol sets","GDS705","GPL8300",4,"GSE1703"
1430,"Intestinal epithelial cell immune response","Homo sapiens","Expression profiling by array, count, 4 agent, 2 cell line sets","GDS690","GPL96",24,"GSE1474"
1431,"Dermal papilla-induced epithelial stem cell differentiation","Homo sapiens","Expression profiling by array, count, 3 time sets","GDS687","GPL8300",3,"GSE1470"
1432,"Store-operated calcium entry in HEK-293 cells","Homo sapiens","Expression profiling by array, count, 9 cell line, 3 other sets","GDS686","GPL96",22,"GSE1309"
1433,"Emphysema lung tissue expression profiling","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS670","GPL80",15,"GSE1122"
1434,"Heart  failure arising from different etiologies","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS651","GPL570",37,"GSE1145"
1435,"Inflammatory response of interleukin-1-stimulated endothelial cells","Homo sapiens","Expression profiling by array, count, 5 time sets","GDS649","GPL96",5,"GSE973"
1436,"Aging of cultured myotubes and glucose metabolism","Homo sapiens","Expression profiling by array, count, 3 growth protocol, 6 time sets","GDS647","GPL8300",7,"GSE1144"
1437,"Gastric mucosa immune response to Helicobacter pylori","Homo sapiens","Expression profiling by array, count, 4 infection, 2 tissue sets","GDS625","GPL193",27,"GSE581"
1438,"Endothelial cell microenvironment effect (cardiovascular array)","Homo sapiens","Expression profiling by array, count, 2 cell type, 2 growth protocol sets","GDS624","GPL549",6,"GSE751"
1439,"Endothelial cell microenvironment effect (1.2II)","Homo sapiens","Expression profiling by array, count, 2 cell type, 2 growth protocol sets","GDS623","GPL128",5,"GSE751"
1440,"Endothelial cell microenvironment effect  (1.2I)","Homo sapiens","Expression profiling by array, count, 2 cell type, 2 growth protocol sets","GDS622","GPL127",5,"GSE751"
1441,"Duchenne muscular dystrophy (II) (HG-U95E)","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS612","GPL95",21,"GSE1007"
1442,"Duchenne muscular dystrophy (II) (HG-U95D)","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS611","GPL94",22,"GSE1007"
1443,"Duchenne muscular dystrophy (II) (HG-U95C)","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS610","GPL93",22,"GSE1007"
1444,"Duchenne muscular dystrophy (II) (HG-U95B)","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS609","GPL92",21,"GSE1007"
1445,"Large-scale analysis of the human transcriptome (HG-U133A)","Homo sapiens","Expression profiling by array, count, 79 tissue sets","GDS596","GPL96",158,"GSE1133"
1446,"Sex specific transcription in hypothalamus","Homo sapiens","Expression profiling by array, count, 2 gender sets","GDS564","GPL96",23,"GSE1147"
1447,"Duchenne muscular dystrophy (II) (HG-U95A)","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS563","GPL8300",23,"GSE1004"
1448,"Bone cell tissue culture on amino acid conjugated surfaces","Homo sapiens","Expression profiling by array, count, 5 growth protocol, 2 time sets","GDS562","GPL96",10,"GSE1000"
1449,"Osteopontin overexpression","Homo sapiens","Expression profiling by array, count, 2 cell line sets","GDS561","GPL96",2,"GSE939"
1450,"Inflammatory bowel disease (HG-U133B)","Homo sapiens","Expression profiling by array, count, 3 disease state, 2 tissue sets","GDS560","GPL97",6,"GSE1152"
1451,"Inflammatory bowel disease (HG-U133A)","Homo sapiens","Expression profiling by array, count, 3 disease state, 2 tissue sets","GDS559","GPL96",6,"GSE1152"
1452,"Extraocular muscle layer profiles (HG-U133B)","Macaca mulatta; Homo sapiens","Expression profiling by array, count, 4 tissue sets","GDS557","GPL97",8,"GSE907"
